epoch,RPF_base,CKA,NT-Xent,Cos
1229,0.918853027,0.953358797,0.919318412,0.953757557
1239,0.919758807,0.954275617,0.920971128,0.953684905
1249,0.918733329,0.954020397,0.919793655,0.952738118
1259,0.919029749,0.953756795,0.921720367,0.952616513
1269,0.920346302,0.954481467,0.92021628,0.953280533
1279,0.917318804,0.954136039,0.922835035,0.953297792
1289,0.919761142,0.953759979,0.920846475,0.953245672
1299,0.919960973,0.952931642,0.9210205,0.954070961
1309,0.920603043,0.953759404,0.920951869,0.953179954
1319,0.919941263,0.953864343,0.919869593,0.954208916
1329,0.920508878,0.954802261,0.922938542,0.953437929
1339,0.91946518,0.954022746,0.921507144,0.953414903
1349,0.918999556,0.955347921,0.922675311,0.954094412
1359,0.918144517,0.954486684,0.922333749,0.95487589
1369,0.919861245,0.953551128,0.923115665,0.952260407
1379,0.919948384,0.953827487,0.921792942,0.953208365
1389,0.919314771,0.954798088,0.921776167,0.954018728
1399,0.920591135,0.954055811,0.922365052,0.95319823
1409,0.921543828,0.954837745,0.924565491,0.955424796
1419,0.919963917,0.953926093,0.924690198,0.953610237
1429,0.921467549,0.954620068,0.924124271,0.954293887
1439,0.920479193,0.955319171,0.923860868,0.954042681
1449,0.920858394,0.95523767,0.924354845,0.954698412
1459,0.921593473,0.95447836,0.923973374,0.954483943
1469,0.920353603,0.954828146,0.924481116,0.954249188
1479,0.921175136,0.954438481,0.924100913,0.954326298
1489,0.919891091,0.953506388,0.926115677,0.954740382
1499,0.920924108,0.954578141,0.923565658,0.953964679
1509,0.920343984,0.955128115,0.923601583,0.955287154
1519,0.920546932,0.955440676,0.92417724,0.953832724
1529,0.920697347,0.954914023,0.925013606,0.954053019
1539,0.921340024,0.955482636,0.923269467,0.954369789
1549,0.920016617,0.95559859,0.923603716,
1559,0.919616959,0.955053059,0.924154582,
1569,0.921785201,0.955306421,0.923828223,0.954851127
1579,0.921061804,0.95464892,0.92401545,0.956244152
1589,0.921314212,0.954446702,0.924603965,0.955124647
1599,0.921944351,0.955615176,0.92586322,0.955274964
1609,0.921625954,0.954843275,0.924968024,0.955399066
1619,0.920701058,0.955075816,0.924653796,0.954662476
1629,0.920948187,0.954365543,0.925280704,0.954821245
1639,0.921380779,0.954926901,0.926569312,0.954884309
1649,0.922385684,0.954926719,0.923896876,0.954925399
1659,0.922522802,0.954597929,0.926571483,0.954591031
1669,0.921676707,0.955443823,0.925535455,0.955667581
1679,0.921760104,0.955784222,0.926023078,0.95444724
1689,0.92026572,0.955345322,0.924142644,0.95467854
1699,0.920483033,0.95506099,0.925761938,0.954704188
1709,,0.955484273,0.925709239,0.95448149
1719,,0.955249807,0.926232366,0.955036343
1729,0.921848882,0.95499729,0.925431296,0.955016903
1739,0.921287949,0.95525661,0.924957731,0.95571602
1749,0.921815266,0.954554929,0.926500915,0.955508837
1759,0.922814772,0.955541398,0.925678815,0.954743934
1769,0.922107972,0.956066638,0.925946072,0.955391356
1779,0.921374397,0.956159955,0.926340871,0.955262373
1789,0.922015188,0.954699048,0.92630954,0.955552139
1799,0.921235343,0.955621372,0.924931604,0.954783807
1809,0.921298672,0.95516821,0.92531364,0.955203453
1819,0.921511997,0.955414627,0.926337696,0.955235569
1829,0.921620774,0.954936139,0.926102378,0.955053465
1839,0.921495973,0.955245606,0.925987254,0.955012169
1849,0.921862699,0.954629563,0.926401034,0.955203798
1859,0.921821734,0.955250971,0.926460058,0.95575042
1869,0.92139628,0.955003449,0.925519655,0.95499276
1879,0.921779697,0.955316823,0.92514887,0.955484683
1889,0.921850631,0.955814458,0.926942203,0.955682349
1899,0.921623828,0.955976078,0.926797913,0.955638035
1909,0.921272681,0.955915115,0.926410565,0.955324803
1919,0.921913429,0.955211905,0.927702968,0.954747533
1929,0.921392238,0.955936357,0.926760336,0.955929641
1939,0.92188264,0.954958587,0.926173183,0.954934683
1949,0.921341549,0.95509475,0.927656768,0.955451538
1959,0.923143908,0.956047173,0.926009889,0.955155376
1969,0.922132916,0.955937922,0.92646286,0.955278233
1979,0.92156936,0.955385761,0.925607607,0.954476416
1989,0.922475178,0.956008143,0.926226117,0.955434969
1999,0.922208939,0.956024466,0.926347297,0.955307268
