epoch,RPF_base,CKA,NT-Xent,Cos
9,0.1533873635031699,0.1620840844125716,0.1547171374962791,0.156492025
19,0.15498509014991005,0.18300713729766985,0.15761373985819252,0.18135872212158455
29,0.1574303404884661,0.21648029376014105,0.16825649408660792,0.20878142304575362
39,0.16226345606049958,0.23614856467289339,0.1774013025052063,0.2354916868491392
49,0.17004880899483277,0.2725504889714982,0.18843454329538364,0.2591412161015543
59,0.172609798,0.2897978149703704,0.1998339200074609,0.2839989454371446
69,0.18018887764187416,0.3121220226980246,0.2112708821729089,0.32158347104077767
79,0.18247982492116013,0.323067418,0.23417391139011043,0.31895138273830526
89,0.19246793948624427,0.3531704840558528,0.24422716643168882,0.35871502712223924
99,0.19405164440915362,0.36605326658101434,0.27128059566106844,0.382744641
109,0.2040851800065568,0.3931040703753185,0.2703361812106822,0.3920098184991998
119,0.21348315250695316,0.4078699865664229,0.2698932408279316,0.40569487164182527
129,0.22584860966150597,0.4201657749439559,0.29598016143284095,0.38010242199343935
139,0.22380434382099995,0.4324638019430405,0.3195965631591103,0.42247593310016557
149,0.2586353715150388,0.4368911749283978,0.3390065893720736,0.42558144299231365
159,0.2492469774681281,0.4168219303456517,0.3466405878511456,0.41081878
169,0.2525051894099604,0.45195325444782625,0.3568081354174179,0.43864610578485985
179,0.25404207433738984,0.46201612652073326,0.3514372957195251,0.4554906907977086
189,0.2778786729010238,0.4670597483448352,0.3714177224216849,0.4659884636608605
199,0.2822923492967079,0.475292829,0.3856460817714535,0.46630702921586326
209,0.28980722725028785,0.5067714224345257,0.3873380581592114,0.47209739739186946
219,0.29708500227344137,0.4899062234917885,0.38275864269879273,0.48814497024181575
229,0.302313096,0.49216404364069305,0.4082900221053068,0.4742311013361046
239,0.3200684605895343,0.4979689328613515,0.41970775092543544,0.489411431
249,0.3214431167000496,0.5145452396312469,0.4148819033203448,0.49578886089219565
259,0.3308133098182791,0.4978192674621585,0.42266078259448564,0.4882538608906573
269,0.3436052528621255,0.5210746956233424,0.4167471472739307,0.5017617856625651
279,0.3286524413138739,0.5315958665882822,0.42234673503128867,0.4975938185127204
289,0.3511572188827053,0.5392938094575256,0.4359157183338777,0.5233008241102951
299,0.3574889246970759,0.536168179,0.441056094,0.49387564834710174
309,0.3624360541558775,0.5543726189653618,0.4381233725764075,0.5214527136224921
319,0.3708122839645929,0.549785161,0.44738129727455567,0.5424339849789069
329,0.35848133833377555,0.5583966347953346,0.4543326639417143,0.5283323918866685
339,0.388090536,0.5509576837860952,0.4498529760887442,0.5204107329219801
349,0.3925345709648071,0.5668069705816527,0.4706285598663495,0.5459137458967801
359,0.3769272397724114,0.5580390772195896,0.45851355608548877,0.5387729345598987
369,0.4018031700023309,0.5639800710501492,0.4752756579734717,0.5505559884673022
379,0.4008744521911989,0.551731513,0.48478022539729565,0.5420430447704915
389,0.3877784982108946,0.564037372,0.4958923779593563,0.5536852544345359
399,0.4034802074833739,0.5810577361596382,0.4734444158985738,0.5573763440687068
409,0.3967199047450568,0.5724364484313944,0.4905391408316123,0.5337766835331959
419,0.40617521362332437,0.5805980567233523,0.47470586938753945,0.5445079731532625
429,0.4105734436645852,0.5816476681459596,0.4696937734723954,0.5505709245063357
439,0.41808273624123043,0.5741073191573854,0.48790806151910293,0.5659866154019255
449,0.42078795657015106,0.5798644800577408,0.4911293218720544,0.535768381
459,0.43224606853475617,0.577904654,0.4900110173420828,0.5801564826025077
469,0.4300582227619178,0.5915345527645827,0.4882688097737836,0.5488979524005296
479,0.4283416824375726,0.5903824736263038,0.5191656726667253,0.5619657145973894
489,0.43407282687639664,0.5703548535100589,0.5149318185288051,0.5727271220663974
499,0.43169638073810407,0.5984128467239093,0.5419898588905974,0.5541530811074228
509,0.4369055737195475,0.5833898775017587,0.5154577985157347,0.5625357688027701
519,0.4267172882811464,0.6011352053443619,0.5280458523837476,0.5583257898926872
529,0.4475804963974534,0.6002080491483955,0.5260316001894964,0.5752315346073344
539,0.4568100432525618,0.6052572568742555,0.5202727564049934,0.581057199
549,0.429765303,0.6057144312190892,0.5181747360131608,0.5792941304558762
559,0.45517251182172913,0.6073482203529671,0.5100897166617482,0.5838591404238689
569,0.4402504426018778,0.6057510581993513,0.5065041230571624,0.5677036904397356
579,0.46359517402945993,0.6086013280520822,0.5378524573838537,0.5801767418967354
589,0.47411425687638914,0.6122745755226371,0.531661388,0.561165266
599,0.4566028624117951,0.5999819471438312,0.5263553992461043,0.5735030595619197
609,0.46001544274026185,0.6143269149400962,0.528270635,0.5734028463394069
619,0.4709574014142148,0.6156167246906572,0.5281353929026632,0.5739787486055007
629,0.4664259310296477,0.6110490712997518,0.5338342149417988,0.5808736188692655
639,0.4649739843782717,0.6099880530544725,0.5482438235814668,0.5921404805410363
649,0.46852442409106543,0.6136842715171296,0.5438681203525105,0.5894537416165581
659,0.4712670731530468,0.6155021275872208,0.5376487201009114,0.5932282124506214
669,0.4623361311191655,0.6145721176771837,0.5542995072364498,0.5950371013674217
679,0.48059254947555496,0.6222953277279348,0.5424200335949789,0.5818687721921826
689,0.47616918451013424,0.6047728404347388,0.5506014102155278,0.5852192481877149
699,0.4867292491363201,0.6150702106302173,0.5433191845193982,0.5882554477720987
709,0.4789875793136221,0.6130566968182751,0.5408621076816506,0.5995251610288282
719,0.48397024529346755,0.6250705145622439,0.5179101044594092,0.5959477156639713
729,0.4746471560812082,0.6130049074341574,0.549834016,0.6063116424825313
739,0.47525007206947567,0.6180937755755129,0.5450191661433057,0.5969540325163284
749,0.48632647882460917,0.6223353838083358,0.5352855613021005,0.6000506292659309
759,0.49044056533793845,0.6159391163201376,0.5646927843755875,0.6114541223543681
769,0.4942652149374986,0.6278572051877015,0.5501532937876201,0.5882493605454105
779,0.49846445948227125,0.6130132980603671,0.5548396205405999,0.5892274657855494
789,0.48338938685211347,0.6226056868174175,0.5549477226397626,0.566080395
799,0.5001611758713405,0.6268559382373436,0.5587625870179121,0.5884809583982789
809,0.503737953,0.6192196783061964,0.5519722626464858,0.6009805905768651
819,0.47246639729314294,0.6315662733922792,0.5649487028028682,0.5889206785920027
829,0.49770563504836124,0.625736975,0.5723402869380003,0.5977037416758649
839,0.5028497311358195,0.618827747,0.5558160692081237,0.6088436530787521
849,0.4990150855067396,0.6235273844067706,0.5678404791389886,0.6029488833491847
859,0.5044265947627671,0.6272412252557067,0.5617180225044798,0.5908472398381879
869,0.49371665473178133,0.6273684893774354,0.5517881863044869,0.5805709879710835
879,0.5040317235145237,0.6393969882612182,0.5687703622400582,0.5967982163040643
889,0.5135165295138054,0.6301035169317849,0.5652635042363832,0.6211546182042735
899,0.5027231768598555,0.6414220134396541,0.5786542979820029,0.599700475
909,0.5180489882143581,0.6268941955784045,0.5512435128707172,0.60739809
919,0.5239848936635993,0.6341742427857902,0.5483562668196696,0.5899619037981076
929,0.5129386350857457,0.6263402038397932,0.5690536801400308,0.5859927778560706
939,0.5158120819759178,0.6290708980995391,0.562817583,0.5679222974953906
949,0.5159583332250371,0.6341446589866508,0.5535791865473644,0.573285599
959,0.5254398487941515,0.6334383556634554,0.5732652834405718,0.5871404994796335
969,0.5239855717823718,0.6328708047610727,0.5678181216184176,0.5786059780404655
979,0.5088197,0.6374005428911378,0.5673069234822445,0.5739274818064228
989,0.5266721894431164,0.6388400775541696,0.5686649631746552,0.5102052447497253
999,0.5308481740667943,0.6323606581620387,0.5635205244874013,0.5628107714466274
1009,0.549679441,0.6572243775847963,0.6015720850605323,0.6053951110353991
1019,0.5491387221862497,0.6580145203536586,0.6036425153290678,0.6066958025209014
1029,0.5559426581813404,0.6583873160084668,0.6030130713722921,0.6110185020298842
1039,0.5563336466720564,0.6660211593254763,0.6074687494912097,0.623567359
1049,0.5570876578071353,0.66262705,0.6076069051327306,0.6286355625660556
1059,0.5514000621796051,0.6599105271056569,0.6046395278726628,0.6244242367929622
1069,0.5535989998874148,0.6588563649794926,0.6099355453145824,0.6290264733939157
1079,0.5545503034601827,0.6595310680670797,0.6067261115218929,0.6308750749950213
1089,0.559228144,0.6575781438293576,0.6140986463927175,0.6267648368950296
1099,0.56102637,0.6604725165045954,0.6080221968681979,0.6389963104564708
1109,0.5655204210307289,0.6587559244085912,0.6136997435039165,0.6248773576242784
